Division,School,Number_of_Students_Missing_10%_or_More_of_the_Days_Enrolled,Number_of_Students_Enrolled_for_Half_the_Year_or_More,Chronic_Absenteeism_Rate,Dropouts,Students_in_the_Cohort,Cohort_Dropout_Rate,Diplomas,GEDs,Certificates_of_Completion,Still_Enrolled,Graduation_Completion_Index,End_of_Year_Average_Daily_Membership,School_Level_Expenditures_Per_Pupil_Federal,School_Level_Expenditures_Per_Pupil_State,School_Level_Expenditures_Per_Pupil_Subtotal,Division_Level_Expenditures_Per_Pupil_Federal,Division_Level_Expenditures_Per_Pupil_State,Division_Level_Expenditures_Per_Pupil_Subtotal,Total_Per_Pupil_Expenditures,Per_Pupil_Exclusions,Total_Expenditures,Per_Pupil_Federal_Funds,Per_Pupil_State_Funds,Poverty_Level,Percent_of_Inexperienced_Teachers,Percent_of_Out_of_Field_Teachers,Percent_of_Out_of_Field_and_Inexperienced_Teachers,NCES_School_ID,State_School_ID,NCES_District_ID,State_District_ID,Low_Grade*,High_Grade*,County_Name*,Street_Address,City,State,ZIP,Final_Location_,Latitude,Longitude,ZIP_4_digit,Phone,Locale_Code*,Locale*,Charter,Magnet*,Title_I_School*,Title_1_School_Wide*,Students*,Teachers*,Student_Teacher_Ratio*,Free_Lunch*,Reduced_Lunch*,Directly_Certified*,Type,Status,county,CENSUSTRACT_FIPS,SDI_score,PovertyLT100_FPL_score,Single_Parent_Fam_score,Education_LT12years_score,HHNo_Vehicle_score,HHRenter_Occupied_score,HHCrowding_score,Nonemployed_score,sdi,pct_Poverty_LT100,pct_Single_Parent_Fam,pct_Education_LT12years,pct_NonEmployed,pctHH_No_Vehicle,pctHH_Renter_Occupied,pctHH_Crowding,CensusTract_population
Bedford County Public Schools,STEWARTSVILLE ELEMENTARY,64.0,314.0,20.38,,,,,,,,,336.97,1185.0,7242.0,8427.0,28.0,3585.0,3613.0,12040.0,225871.0,4056994.0,1213.0,10827.0,Medium Poverty,14.8,3.7,3.7,510036000157,VA-010-0100640,5100360,VA-010,PK,5,Bedford County,1138 Wildcat Rd,Goodview,VA,24095,Bedford County 1138 Wildcat Rd Goodview VA 24095,37.2712147,-79.7904006,,(540)890-2174,41,Rural: Fringe,No,No,Yes,Yes,340,23,14.78,175,48,–,Regular,Open,bedford county,51019,28.29411765,36.94117647,27.58823529,49.52941176,27.47058824,23.82352941,30.35294118,33.35294118,-0.6940758239,0.08924610194,0.07488023344,0.1053790532,0.03902407394,0.02954003016,0.1764412221,0.01207520749,77908
Bedford County Public Schools,THOMAS JEFFERSON ELEMENTARY,64.0,481.0,13.31,,,,,,,,,526.78,236.0,7452.0,7688.0,28.0,3585.0,3613.0,11301.0,219772.0,5952964.0,264.0,11037.0,Low Poverty,2.4,0.0,0.0,510036002525,VA-010-0101213,5100360,VA-010,PK,5,Bedford County,1255 Patriot Place,Forest,VA,24551,Bedford County 1255 Patriot Place Forest VA 24551,37.35666,-79.288392,,(434)534-6159,22,Suburb: Midsize,No,No,No,†,530,35,15.14,98,27,–,Regular,Open,bedford county,51019,28.29411765,36.94117647,27.58823529,49.52941176,27.47058824,23.82352941,30.35294118,33.35294118,-0.6940758239,0.08924610194,0.07488023344,0.1053790532,0.03902407394,0.02954003016,0.1764412221,0.01207520749,77908
Bedford County Public Schools,BEDFORD COUNTY ALTERNATIVE EDUCATION CENTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,510036002961,VA-010-0105632,5100360,VA-010,†,†,Bedford County,600 Edmund Street,Bedford,VA,24523,Bedford County 600 Edmund Street Bedford VA 24523,37.3268139,-79.5253035,,(540)586-1270,32,Town: Distant,No,No,No,†,†,–,†,†,†,†,Other/Alternative,Open,bedford county,51019,28.29411765,36.94117647,27.58823529,49.52941176,27.47058824,23.82352941,30.35294118,33.35294118,-0.6940758239,0.08924610194,0.07488023344,0.1053790532,0.03902407394,0.02954003016,0.1764412221,0.01207520749,77908
Bedford County Public Schools,GOVERNOR'S HEALTH SCIENCES ACADEMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,510036003004,VA-010-0100600,5100360,VA-010,†,†,Bedford County,600 Edmund Street,Bedford,VA,24523,Bedford County 600 Edmund Street Bedford VA 24523,37.3268139,-79.5253035,,(540)586-3933,32,Town: Distant,No,No,No,†,†,2.85,†,†,†,†,Vocational,Open,bedford county,51019,28.29411765,36.94117647,27.58823529,49.52941176,27.47058824,23.82352941,30.35294118,33.35294118,-0.6940758239,0.08924610194,0.07488023344,0.1053790532,0.03902407394,0.02954003016,0.1764412221,0.01207520749,77908
Bedford County Public Schools,SUSIE G. GIBSON SCIENCE AND TECHNOLOGY CENTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,510036000142,VA-010-0100010,5100360,VA-010,†,†,Bedford County,600 Edmund St,Bedford,VA,24523,Bedford County 600 Edmund St Bedford VA 24523,37.3268139,-79.5253035,,(540)586-3933,32,Town: Distant,No,No,No,†,†,–,†,†,†,†,Vocational,Open,bedford county,51019,28.29411765,36.94117647,27.58823529,49.52941176,27.47058824,23.82352941,30.35294118,33.35294118,-0.6940758239,0.08924610194,0.07488023344,0.1053790532,0.03902407394,0.02954003016,0.1764412221,0.01207520749,77908
Bland County Public Schools,BLAND COUNTY HIGH,64.0,427.0,14.99,1,65,1.54,64,0,0,0,97,370.89,29.0,8025.0,8054.0,1577.0,3016.0,4594.0,12648.0,76646.0,4690965.0,1606.0,11041.0,Medium Poverty,1.5,3.0,0.0,510039003009,VA-011-0110260,5100390,VA-011,7,12,Bland County,176 Eagles Road,Rocky Gap,VA,24366,Bland County 176 Eagles Road Rocky Gap VA 24366,37.2413385,-81.1091623,,(276)928-1100,42,Rural: Distant,No,No,No,†,372,70.83,5.25,125,35,–,Regular,Open,bland county,51021,33.0,38.0,29.0,42.5,41.0,23.5,47.5,72.0,-0.51213455,0.0834549515,0.078452954,0.0811883285,0.073469862,0.042223596,0.17254549,0.0194973669,6447
Bland County Public Schools,BLAND COUNTY ELEMENTARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,510039003002,VA-011-0110250,5100390,VA-011,PK,6,Bland County,31 Rocket Drive,Bland,VA,24315,Bland County 31 Rocket Drive Bland VA 24315,37.1028388,-81.1134894,,(276)688-3621,42,Rural: Distant,No,No,Yes,Yes,347,33.8,10.27,165,26,–,Regular,Open,bland county,51021,33.0,38.0,29.0,42.5,41.0,23.5,47.5,72.0,-0.51213455,0.0834549515,0.078452954,0.0811883285,0.073469862,0.042223596,0.17254549,0.0194973669,6447
Botetourt County Public Schools,BRECKINRIDGE ELEMENTARY,11.0,182.0,6.04,,,,,,,,,174.9,553.0,11384.0,11938.0,145.0,2883.0,3029.0,14966.0,10572.0,2617573.0,698.0,14267.0,Low Poverty,3.6,0.0,0.0,510042000166,VA-012-0120220,5100420,VA-012,PK,5,Botetourt County,331 Springwood Rd,Fincastle,VA,24090,Botetourt County 331 Springwood Rd Fincastle VA 24090,37.5026624,-79.8733024,,(540)473-8386,41,Rural: Fringe,No,No,Yes,No,174,15.05,11.56,69,9,–,Regular,Open,botetourt county,51023,26.0,39.0,21.75,41.625,41.875,18.75,20.25,33.625,-0.7657283663,0.09005472475,0.06367183125,0.08288802213,0.03959145863,0.03999387976,0.1446248744,0.00606822705,33222
Botetourt County Public Schools,BUCHANAN ELEMENTARY,27.0,281.0,9.61,,,,,,,,,308.79,773.0,8367.0,9139.0,145.0,2883.0,3029.0,12168.0,70814.0,3757306.0,918.0,11250.0,Medium Poverty,6.9,0.0,0.0,510042000167,VA-012-0120020,5100420,VA-012,PK,5,Botetourt County,255 Schoolhouse Rd,Buchanan,VA,24066,Botetourt County 255 Schoolhouse Rd Buchanan VA 24066,37.5122205,-79.7040524,,(540)254-2084,42,Rural: Distant,No,No,Yes,No,300,21.92,13.69,108,24,–,Regular,Open,botetourt county,51023,26.0,39.0,21.75,41.625,41.875,18.75,20.25,33.625,-0.7657283663,0.09005472475,0.06367183125,0.08288802213,0.03959145863,0.03999387976,0.1446248744,0.00606822705,33222
Botetourt County Public Schools,CENTRAL ACADEMY MIDDLE,36.0,364.0,9.89,,,,,,,,,354.78,531.0,10841.0,11372.0,145.0,2883.0,3029.0,14400.0,113763.0,5108956.0,676.0,13724.0,Medium Poverty,7.3,7.3,4.9,510042000164,VA-012-0120420,5100420,VA-012,6,8,Botetourt County,367 Poor Farm Rd,Fincastle,VA,24090,Botetourt County 367 Poor Farm Rd Fincastle VA 24090,37.5075219,-79.8631959,,(540)473-8333,41,Rural: Fringe,No,No,No,†,357,31.59,11.3,95,17,–,Regular,Open,botetourt county,51023,26.0,39.0,21.75,41.625,41.875,18.75,20.25,33.625,-0.7657283663,0.09005472475,0.06367183125,0.08288802213,0.03959145863,0.03999387976,0.1446248744,0.00606822705,33222
Botetourt County Public Schools,CLOVERDALE ELEMENTARY,7.0,251.0,2.79,,,,,,,,,262.16,132.0,9089.0,9220.0,145.0,2883.0,3029.0,12249.0,68704.0,3211164.0,277.0,11972.0,Low Poverty,4.0,0.0,0.0,510042000168,VA-012-0120390,5100420,VA-012,KG,5,Botetourt County,833 Cougar Drive,Cloverdale,VA,24077,Botetourt County 833 Cougar Drive Cloverdale VA 24077,37.363044,-79.9000658,,(540)992-1086,22,Suburb: Midsize,No,No,No,†,258,15.68,16.45,53,17,–,Regular,Open,botetourt county,51023,26.0,39.0,21.75,41.625,41.875,18.75,20.25,33.625,-0.7657283663,0.09005472475,0.06367183125,0.08288802213,0.03959145863,0.03999387976,0.1446248744,0.00606822705,33222
Botetourt County Public Schools,COLONIAL ELEMENTARY,44.0,459.0,9.59,,,,,,,,,442.06,261.0,7817.0,8078.0,145.0,2883.0,3029.0,11107.0,79215.0,4909832.0,406.0,10700.0,Medium Poverty,5.1,2.6,2.6,510042000169,VA-012-0120400,5100420,VA-012,PK,5,Botetourt County,142 Murray Drive,Troutville,VA,24675,Botetourt County 142 Murray Drive Troutville VA 24675,37.3563727,-79.8456046,,(540)977-6773,22,Suburb: Midsize,No,No,No,†,440,27.17,16.19,99,15,–,Regular,Open,botetourt county,51023,26.0,39.0,21.75,41.625,41.875,18.75,20.25,33.625,-0.7657283663,0.09005472475,0.06367183125,0.08288802213,0.03959145863,0.03999387976,0.1446248744,0.00606822705,33222
Botetourt County Public Schools,EAGLE ROCK ELEMENTARY,9.0,104.0,8.65,,,,,,,,,125.35,982.0,10921.0,11904.0,145.0,2883.0,3029.0,14932.0,35406.0,1871739.0,1127.0,13804.0,Medium Poverty,0.0,0.0,0.0,510042000170,VA-012-0120030,5100420,VA-012,PK,5,Botetourt County,145 Eagles Nest Dr,Eagle Rock,VA,24085,Botetourt County 145 Eagles Nest Dr Eagle Rock VA 24085,37.6564194,-79.8113764,,(540)884-2421,42,Rural: Distant,No,No,Yes,No,128,9.8,13.06,77,12,–,Regular,Open,botetourt county,51023,26.0,39.0,21.75,41.625,41.875,18.75,20.25,33.625,-0.7657283663,0.09005472475,0.06367183125,0.08288802213,0.03959145863,0.03999387976,0.1446248744,0.00606822705,33222
Botetourt County Public Schools,GREENFIELD ELEMENTARY,37.0,406.0,9.11,,,,,,,,,434.67,667.0,8583.0,9250.0,145.0,2883.0,3029.0,12278.0,65710.0,5337083.0,812.0,11466.0,Medium Poverty,0.0,2.5,0.0,510042002527,VA-012-0120460,5100420,VA-012,PK,5,Botetourt County,288 Etzler Rd,Troutville,VA,24175,Botetourt County 288 Etzler Rd Troutville VA 24175,37.4286918,-79.9284301,,(540)992-4416,41,Rural: Fringe,No,No,Yes,No,432,24.37,17.73,112,17,–,Regular,Open,botetourt county,51023,26.0,39.0,21.75,41.625,41.875,18.75,20.25,33.625,-0.7657283663,0.09005472475,0.06367183125,0.08288802213,0.03959145863,0.03999387976,0.1446248744,0.00606822705,33222
Botetourt County Public Schools,JAMES RIVER HIGH,30.0,439.0,6.83,1,134,0.75,131,1,0,0,98.3,462.65,325.0,9152.0,9477.0,145.0,2883.0,3029.0,12506.0,138969.0,5785796.0,470.0,12035.0,Low Poverty,2.1,2.1,0.0,510042000171,VA-012-0120430,5100420,VA-012,9,12,Botetourt County,9906 Springwood Rd,Buchanan,VA,24066,Botetourt County 9906 Springwood Rd Buchanan VA 24066,37.5467638,-79.7257905,,(540)254-1121,42,Rural: Distant,No,No,No,†,476,39.02,12.2,113,12,–,Regular,Open,botetourt county,51023,26.0,39.0,21.75,41.625,41.875,18.75,20.25,33.625,-0.7657283663,0.09005472475,0.06367183125,0.08288802213,0.03959145863,0.03999387976,0.1446248744,0.00606822705,33222
Botetourt County Public Schools,LORD BOTETOURT HIGH,119.0,961.0,12.38,4,246,1.63,233,5,1,4,95.5,980.87,141.0,7925.0,8066.0,145.0,2883.0,3029.0,11094.0,197548.0,10882028.0,286.0,10808.0,Low Poverty,3.8,3.8,0.0,510042000172,VA-012-0120440,5100420,VA-012,9,12,Botetourt County,1435 Roanoke Rd,Daleville,VA,24083,Botetourt County 1435 Roanoke Rd Daleville VA 24083,37.4054232,-79.9148975,,(540)992-1261,22,Suburb: Midsize,No,No,No,†,1009,73.6,13.71,173,25,–,Regular,Open,botetourt county,51023,26.0,39.0,21.75,41.625,41.875,18.75,20.25,33.625,-0.7657283663,0.09005472475,0.06367183125,0.08288802213,0.03959145863,0.03999387976,0.1446248744,0.00606822705,33222
Botetourt County Public Schools,READ MOUNTAIN MIDDLE,69.0,650.0,10.62,,,,,,,,,630.34,476.0,8728.0,9204.0,145.0,2883.0,3029.0,12233.0,135212.0,7710807.0,621.0,11611.0,Low Poverty,1.8,3.5,0.0,510042001354,VA-012-0120450,5100420,VA-012,6,8,Botetourt County,182 Orchard Hill Dr,Cloverdale,VA,24077,Botetourt County 182 Orchard Hill Dr Cloverdale VA 24077,37.3578756,-79.9029011,,(540)966-8655,22,Suburb: Midsize,No,No,No,†,638,55.84,11.43,134,27,–,Regular,Open,botetourt county,51023,26.0,39.0,21.75,41.625,41.875,18.75,20.25,33.625,-0.7657283663,0.09005472475,0.06367183125,0.08288802213,0.03959145863,0.03999387976,0.1446248744,0.00606822705,33222
Botetourt County Public Schools,TROUTVILLE ELEMENTARY,23.0,237.0,9.7,,,,,,,,,263.96,434.0,8930.0,9364.0,145.0,2883.0,3029.0,12392.0,78461.0,3271067.0,579.0,11813.0,Low Poverty,3.8,0.0,0.0,510042000173,VA-012-0120040,5100420,VA-012,PK,5,Botetourt County,12 Barron Dr,Troutville,VA,24175,Botetourt County 12 Barron Dr Troutville VA 24175,37.4403955,-79.8472955,,(540)992-1871,41,Rural: Fringe,No,No,Yes,No,259,15.99,16.2,64,8,–,Regular,Open,botetourt county,51023,26.0,39.0,21.75,41.625,41.875,18.75,20.25,33.625,-0.7657283663,0.09005472475,0.06367183125,0.08288802213,0.03959145863,0.03999387976,0.1446248744,0.00606822705,33222
Botetourt County Public Schools,BOTETOURT TECHNICAL EDUCATION CENTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,510042000165,VA-012-0120010,5100420,VA-012,†,†,Botetourt County,253 Poor Farm Rd,Fincastle,VA,24090,Botetourt County 253 Poor Farm Rd Fincastle VA 24090,37.5060979,-79.863896,,(540)473-8216,41,Rural: Fringe,No,No,No,†,†,–,†,†,†,†,Vocational,Open,botetourt county,51023,26.0,39.0,21.75,41.625,41.875,18.75,20.25,33.625,-0.7657283663,0.09005472475,0.06367183125,0.08288802213,0.03959145863,0.03999387976,0.1446248744,0.00606822705,33222
Bristol City Public Schools,HIGHLAND VIEW ELEMENTARY,61.0,170.0,35.88,,,,,,,,,184.18,4735.0,8772.0,13507.0,150.0,3693.0,3843.0,17350.0,0.0,3195507.0,4885.0,12465.0,High Poverty,0.0,0.0,0.0,510045000175,VA-102-1020060,5100450,VA-102,PK,5,Bristol city,1425 Eads St,Bristol,VA,24201,Bristol city 1425 Eads St Bristol VA 24201,36.6074,-82.1633839,,(276)821-5710,23,Suburb: Small,No,No,Yes,Yes,181,15.06,12.02,177,0,–,Regular,Open,bristol city,51520,72.75,77.0,76.0,68.25,69.0,66.25,30.75,58.75,0.7196095625,0.241454918,0.2022004725,0.184650645,0.06103257275,0.1172888725,0.4225452625,0.01032624475,16843
Bristol City Public Schools,JOSEPH VAN PELT ELEMENTARY,104.0,387.0,26.87,,,,,,,,,426.15,2501.0,8094.0,10594.0,150.0,3693.0,3843.0,14437.0,42525.0,6152462.0,2651.0,11787.0,High Poverty,0.0,2.6,0.0,510045000176,VA-102-1020100,5100450,VA-102,PK,5,Bristol city,350 Spring Hill Terrace,Bristol,VA,24201,Bristol city 350 Spring Hill Terrace Bristol VA 24201,36.6220939,-82.1389783,,(276)821-5770,23,Suburb: Small,No,No,Yes,Yes,421,32.59,12.92,418,0,–,Regular,Open,bristol city,51520,72.75,77.0,76.0,68.25,69.0,66.25,30.75,58.75,0.7196095625,0.241454918,0.2022004725,0.184650645,0.06103257275,0.1172888725,0.4225452625,0.01032624475,16843
Bristol City Public Schools,STONEWALL JACKSON ELEMENTARY,74.0,212.0,34.91,,,,,,,,,244.9,2826.0,6677.0,9503.0,150.0,3693.0,3843.0,13346.0,0.0,3268377.0,2976.0,10370.0,High Poverty,0.0,3.7,0.0,510045000177,VA-102-1020070,5100450,VA-102,PK,5,Bristol city,2045 Euclid Ave,Bristol,VA,24201,Bristol city 2045 Euclid Ave Bristol VA 24201,36.5975313,-82.2071734,,(276)821-5740,23,Suburb: Small,No,No,Yes,Yes,240,21.65,11.09,237,0,–,Regular,Open,bristol city,51520,72.75,77.0,76.0,68.25,69.0,66.25,30.75,58.75,0.7196095625,0.241454918,0.2022004725,0.184650645,0.06103257275,0.1172888725,0.4225452625,0.01032624475,16843
Bristol City Public Schools,VIRGINIA HIGH,219.0,636.0,34.43,15,167,8.98,146,1,0,3,87.6,631.8,2937.0,10400.0,13337.0,150.0,3693.0,3843.0,17180.0,1297759.0,10854442.0,3087.0,14093.0,High Poverty,0.0,7.9,0.0,510045000179,VA-102-1020080,5100450,VA-102,9,12,Bristol city,650 Long Crescent Dr,Bristol,VA,24201,Bristol city 650 Long Crescent Dr Bristol VA 24201,36.613491,-82.179301,,(276)821-5858,23,Suburb: Small,No,No,No,†,639,68.98,9.26,513,0,–,Regular,Open,bristol city,51520,72.75,77.0,76.0,68.25,69.0,66.25,30.75,58.75,0.7196095625,0.241454918,0.2022004725,0.184650645,0.06103257275,0.1172888725,0.4225452625,0.01032624475,16843
Bristol City Public Schools,VIRGINIA MIDDLE,167.0,491.0,34.01,,,,,,,,,491.84,2705.0,7197.0,9902.0,150.0,3693.0,3843.0,13745.0,72324.0,6760268.0,2855.0,10890.0,High Poverty,0.0,7.7,0.0,510045000180,VA-102-1020010,5100450,VA-102,6,8,Bristol city,855 Piedmont Avenue,Bristol,VA,24201,Bristol city 855 Piedmont Avenue Bristol VA 24201,36.6084941,-82.1856537,,(276)821-5660,23,Suburb: Small,No,No,Yes,Yes,486,51.44,9.45,464,0,–,Regular,Open,bristol city,51520,72.75,77.0,76.0,68.25,69.0,66.25,30.75,58.75,0.7196095625,0.241454918,0.2022004725,0.184650645,0.06103257275,0.1172888725,0.4225452625,0.01032624475,16843
Bristol City Public Schools,WASHINGTON-LEE ELEMENTARY,64.0,220.0,29.09,,,,,,,,,230.1,3924.0,6644.0,10567.0,150.0,3693.0,3843.0,14410.0,42525.0,3315820.0,4074.0,10337.0,High Poverty,5.0,5.0,0.0,510045000181,VA-102-1020090,5100450,VA-102,PK,5,Bristol city,185 Washington Lee Dr,Bristol,VA,24201,Bristol city 185 Washington Lee Dr Bristol VA 24201,36.610994,-82.179169,,(276)821-5800,23,Suburb: Small,No,No,Yes,Yes,233,15.75,14.79,146,0,–,Regular,Open,bristol city,51520,72.75,77.0,76.0,68.25,69.0,66.25,30.75,58.75,0.7196095625,0.241454918,0.2022004725,0.184650645,0.06103257275,0.1172888725,0.4225452625,0.01032624475,16843
Bristol City Public Schools,BRISTOL VIRGINIA INTERMEDIATE SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,510045003104,VA-102-1020202,5100450,VA-102,2,5,†,280 Lee St.,Bristol,VA,24201,† 280 Lee St. Bristol VA 24201,36.5979282,-82.1812645,,(276)821-5600,†,N,No,†,†,†,†,†,†,†,†,†,Regular,Future,bristol city,51520,72.75,77.0,76.0,68.25,69.0,66.25,30.75,58.75,0.7196095625,0.241454918,0.2022004725,0.184650645,0.06103257275,0.1172888725,0.4225452625,0.01032624475,16843
Bristol City Public Schools,DAY TREATMENT PROGRAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,510045001944,VA-102-1020201,5100450,VA-102,†,†,Washington County,383 Baugh Lane,Abingdon,VA,24210,Washington County 383 Baugh Lane Abingdon VA 24210,36.728555,-81.9480619,,(276)525-4361,23,Suburb: Small,No,No,No,†,†,–,†,†,†,†,Special Education,Open,bristol city,51520,72.75,77.0,76.0,68.25,69.0,66.25,30.75,58.75,0.7196095625,0.241454918,0.2022004725,0.184650645,0.06103257275,0.1172888725,0.4225452625,0.01032624475,16843
Brunswick County Public Schools,BRUNSWICK HIGH,138.0,417.0,33.09,3,109,2.75,99,3,0,5,93.5,433.24,375.0,9555.0,9931.0,1961.0,5489.0,7450.0,17381.0,0.0,7530251.0,2336.0,15044.0,High Poverty,2.4,19.5,0.0,510048000183,VA-013-0130650,5100480,VA-013,9,12,Brunswick County,2171 Lawrenceville Plank Rd,Lawrenceville,VA,23868,Brunswick County 2171 Lawrenceville Plank Rd Lawrenceville VA 23868,36.7688209,-77.8287545,,(434)848-2716,32,Town: Distant,No,No,Yes,Yes,439,39.19,11.2,436,0,–,Regular,Open,brunswick county,51025,56.0,58.0,45.0,83.8,61.2,36.8,13.8,57.8,0.142447772,0.15930297,0.1307750192,0.21807671,0.0629409582,0.0796501882,0.226430208,0.003817598,16665
Brunswick County Public Schools,JAMES S. RUSSELL MIDDLE,63.0,312.0,20.19,,,,,,,,,325.7,342.0,7927.0,8268.0,1961.0,5489.0,7450.0,15719.0,0.0,5119561.0,2303.0,13416.0,High Poverty,3.2,19.4,0.0,510048000182,VA-013-0130660,5100480,VA-013,6,8,Brunswick County,19400 Christanna Hwy,Lawrenceville,VA,23868,Brunswick County 19400 Christanna Hwy Lawrenceville VA 23868,36.7781264,-77.872904,,(434)848-2132,41,Rural: Fringe,No,No,Yes,Yes,326,30.54,10.67,323,0,–,Regular,Open,brunswick county,51025,56.0,58.0,45.0,83.8,61.2,36.8,13.8,57.8,0.142447772,0.15930297,0.1307750192,0.21807671,0.0629409582,0.0796501882,0.226430208,0.003817598,16665
Brunswick County Public Schools,MEHERRIN POWELLTON ELEMENTARY,29.0,157.0,18.47,,,,,,,,,180.3,1176.0,6065.0,7241.0,1961.0,5489.0,7450.0,14691.0,0.0,2648756.0,3137.0,11554.0,High Poverty,0.0,25.0,0.0,510048000184,VA-013-0130690,5100480,VA-013,PK,5,Brunswick County,11555 Dry Bread Road,Lawrenceville,VA,23868,Brunswick County 11555 Dry Bread Road Lawrenceville VA 23868,36.6691865,-77.7967868,,(434)577-5000,42,Rural: Distant,No,No,Yes,Yes,178,13,13.69,175,0,–,Regular,Open,brunswick county,51025,56.0,58.0,45.0,83.8,61.2,36.8,13.8,57.8,0.142447772,0.15930297,0.1307750192,0.21807671,0.0629409582,0.0796501882,0.226430208,0.003817598,16665
Brunswick County Public Schools,RED OAK-STURGEON ELEMENTARY,24.0,194.0,12.37,,,,,,,,,184.36,1187.0,5958.0,7144.0,1961.0,5489.0,7450.0,14595.0,0.0,2690665.0,3148.0,11447.0,High Poverty,0.0,7.7,0.0,510048000185,VA-013-0130700,5100480,VA-013,PK,5,Brunswick County,4081 FLAT ROCK ROAD,Alberta,VA,23821,Brunswick County 4081 FLAT ROCK ROAD Alberta VA 23821,36.9068186,-77.8786196,,(434)949-7820,42,Rural: Distant,No,No,Yes,Yes,181,13,13.92,178,0,–,Regular,Open,brunswick county,51025,56.0,58.0,45.0,83.8,61.2,36.8,13.8,57.8,0.142447772,0.15930297,0.1307750192,0.21807671,0.0629409582,0.0796501882,0.226430208,0.003817598,16665
Brunswick County Public Schools,TOTARO ELEMENTARY,37.0,282.0,13.12,,,,,,,,,296.57,2706.0,9198.0,11904.0,1961.0,5489.0,7450.0,19355.0,0.0,5740030.0,4667.0,14687.0,High Poverty,0.0,30.0,0.0,510048000188,VA-013-0130720,5100480,VA-013,PK,5,Brunswick County,19350 Christanna Highway,Lawrenceville,VA,23868,Brunswick County 19350 Christanna Highway Lawrenceville VA 23868,36.7781412,-77.8732711,,(434)848-3209,41,Rural: Fringe,No,No,Yes,Yes,295,20,14.75,292,0,–,Regular,Open,brunswick county,51025,56.0,58.0,45.0,83.8,61.2,36.8,13.8,57.8,0.142447772,0.15930297,0.1307750192,0.21807671,0.0629409582,0.0796501882,0.226430208,0.003817598,16665
Brunswick County Public Schools,BRUNSWICK COUNTY ELEMENTARY / MIDDLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,510048003119,VA-013-0130730,5100480,VA-013,PK,8,†,Planters Road,Lawrenceville,VA,23868,† Planters Road Lawrenceville VA 23868,36.7927259,-77.8080006,,(434)848-3138,†,N,No,†,†,†,†,†,†,†,†,†,Regular,Future,brunswick county,51025,56.0,58.0,45.0,83.8,61.2,36.8,13.8,57.8,0.142447772,0.15930297,0.1307750192,0.21807671,0.0629409582,0.0796501882,0.226430208,0.003817598,16665
Buchanan County Public Schools,COUNCIL ELEMENTARY/MIDDLE,67.0,169.0,39.64,,,,,,,,,181.77,2192.0,5900.0,8092.0,1116.0,4297.0,5412.0,13504.0,0.0,2454672.0,3308.0,10197.0,High Poverty,7.4,0.0,0.0,510051001897,VA-014-0140090,5100510,VA-014,PK,7,Buchanan County,7608 Helen Henderson Hwy,Honaker,VA,24260,Buchanan County 7608 Helen Henderson Hwy Honaker VA 24260,37.0831268,-82.082107,,(276)859-9329,42,Rural: Distant,No,No,Yes,Yes,177,15.98,11.08,167,0,–,Regular,Open,buchanan county,51027,68.57142857,82.85714286,46.42857143,91.57142857,62.14285714,33.85714286,25.14285714,67.71428571,0.523562156,0.26655157,0.1152139467,0.29980363,0.08208848129,0.07208442171,0.2319080143,0.007672929171,22138
Buchanan County Public Schools,GRUNDY HIGH,108.0,351.0,30.77,5,90,5.56,81,6,0,0,91,353.27,842.0,6789.0,7631.0,1116.0,4297.0,5412.0,13044.0,0.0,4607980.0,1958.0,11086.0,High Poverty,0.0,0.0,0.0,510051000198,VA-014-0140990,5100510,VA-014,9,12,Buchanan County,1300 Golden Wave Drive,Grundy,VA,24614,Buchanan County 1300 Golden Wave Drive Grundy VA 24614,37.2835267,-82.0628669,,(276)935-2106,43,Rural: Remote,No,No,No,†,355,24.6,14.43,321,0,–,Regular,Open,buchanan county,51027,68.57142857,82.85714286,46.42857143,91.57142857,62.14285714,33.85714286,25.14285714,67.71428571,0.523562156,0.26655157,0.1152139467,0.29980363,0.08208848129,0.07208442171,0.2319080143,0.007672929171,22138
Buchanan County Public Schools,HURLEY ELEMENTARY/MIDDLE,93.0,342.0,27.19,,,,,,,,,365.5,1453.0,6212.0,7665.0,1116.0,4297.0,5412.0,13078.0,0.0,4779944.0,2569.0,10509.0,High Poverty,7.9,0.0,0.0,510051002052,VA-014-0140120,5100510,VA-014,PK,7,Buchanan County,6911 Hurley Road,Hurley,VA,24620,Buchanan County 6911 Hurley Road Hurley VA 24620,37.4051635,-82.0077265,,(276)566-8523,43,Rural: Remote,No,No,Yes,Yes,365,27.5,13.27,336,0,–,Regular,Open,buchanan county,51027,68.57142857,82.85714286,46.42857143,91.57142857,62.14285714,33.85714286,25.14285714,67.71428571,0.523562156,0.26655157,0.1152139467,0.29980363,0.08208848129,0.07208442171,0.2319080143,0.007672929171,22138
